user_id,item_id,item_name,playtime_forever
76561198036064945,730,Counter-Strike: Global Offensive,27010
76561198057842211,730,Counter-Strike: Global Offensive,45888
76561197970317038,209160,Call of Duty: Ghosts,968
76561198057369211,220,Half-Life 2,212
LTHW,730,Counter-Strike: Global Offensive,45031
76561198062816128,40800,Super Meat Boy,207
76561198034465295,330830,Tales from the Borderlands,646
Reaper_yU,230410,Warframe,127380
76561198068831727,8870,BioShock Infinite,605
darkn64,409160,"Dr. Langeskov, The Tiger, and The Terribly Cursed Emerald: A Whirlwind Heist",55
AwesomenessD,250320,The Wolf Among Us,399
thedreamtime,200510,XCOM: Enemy Unknown,20477
76561198050778010,730,Counter-Strike: Global Offensive,72156
iVoltGaming,323470,DRAGON BALL XENOVERSE,9157
pwnddumass,10,Counter-Strike,73
AkiAari,230410,Warframe,32611
76561198045722351,20920,The Witcher 2: Assassins of Kings Enhanced Edition,1697
76561198043660131,214950,Total War: ROME II - Emperor Edition,1157
76561198055819674,217140,Rise of the Triad,1591
76561198100546287,730,Counter-Strike: Global Offensive,31335
mimimomoma,730,Counter-Strike: Global Offensive,119850
512356,240,Counter-Strike: Source,9855
anonymoosebrony,209370,Analogue: A Hate Story,159
154352,300080,Total War Battles: KINGDOM,26
bigprenis,730,Counter-Strike: Global Offensive,22550
76561198067363479,24010,Train Simulator,90
reowmeowmeow,730,Counter-Strike: Global Offensive,24432
76561198073407610,730,Counter-Strike: Global Offensive,10100
AznNghi,209870,Blacklight: Retribution,950
geroucien,220,Half-Life 2,1436
chidori_647,21100,F.E.A.R. 3,45
romulis13,8870,BioShock Infinite,343
addicTT,24810,Command and Conquer 3: Kane's Wrath,282
Pocardus,550,Left 4 Dead 2,560
76561198083368303,550,Left 4 Dead 2,4249
76561198018596082,325610,Total War: ATTILA,2520
magically,240,Counter-Strike: Source,4787
silentAggressor,24960,Battlefield: Bad Company 2,1409
brett50cal,22370,Fallout 3 - Game of the Year Edition,3521
tallme22,730,Counter-Strike: Global Offensive,69052
jamesmasterx,209870,Blacklight: Retribution,1130
mrvoidlord,730,Counter-Strike: Global Offensive,82644
76561198020928326,70,Half-Life,5599
smellyshorts,730,Counter-Strike: Global Offensive,47648
Podzoz,300,Day of Defeat: Source,1806
reallifecheater,202970,Call of Duty: Black Ops II,24
rackrackcitybiatch,250900,The Binding of Isaac: Rebirth,9064
76561198102241733,550,Left 4 Dead 2,3298
Lubnut,24840,Medal of Honor: Airborne,3434
EPICTIME,243780,PixelJunk™ Monsters Ultimate,15
76561198066704836,250900,The Binding of Isaac: Rebirth,8171
76561198059501863,8930,Sid Meier's Civilization V,18045
hoarfrostkid,232090,Killing Floor 2,14903
thomasonefoot,261030,The Walking Dead: Season Two,726
76561198070997482,277430,Halo: Spartan Assault,624
bigodo,24240,PAYDAY: The Heist,3903
TheGamingHeadcrab,4570,"Warhammer 40,000: Dawn of War - Game of the Year Edition",521
Elchiruuuu114,207610,The Walking Dead,984
BananaCar,313160,Farming Simulator 15,5129
Dythoras,550,Left 4 Dead 2,2880
76561198041858423,55230,Saints Row: The Third,1380
HyperJGaming,333930,Dirty Bomb,7793
JoshWAU,377160,Fallout 4,1887
justin1011,210870,Cloudberry Kingdom,55
76561198048072743,1250,Killing Floor,7689
76561198049711406,250900,The Binding of Isaac: Rebirth,8371
WaifuActivist,730,Counter-Strike: Global Offensive,61985
OfficialBlanc,730,Counter-Strike: Global Offensive,55119
76561197995098683,40100,Supreme Commander 2,6477
BrahJimbo,231430,Company of Heroes 2,6892
AroraITServices,203140,Hitman: Absolution,611
Cobain76,730,Counter-Strike: Global Offensive,111502
KRASA,214950,Total War: ROME II - Emperor Edition,12409
TrexorX,302830,BLOCKADE 3D,748
maudeex71,730,Counter-Strike: Global Offensive,45489
174gamecuman700kngkakak,80,Counter-Strike: Condition Zero,72
Bukky,730,Counter-Strike: Global Offensive,104310
t1e57o,730,Counter-Strike: Global Offensive,8596
janope,730,Counter-Strike: Global Offensive,32905
trpler,730,Counter-Strike: Global Offensive,71815
76561198054589097,8870,BioShock Infinite,1296
76561198069231817,6060,STAR WARS™ Battlefront™ II,1109
76561198075798855,353360,how do you Do It?,18
76561198057947451,24980,Mass Effect 2,3194
76561197989883424,220,Half-Life 2,3540
diabeticfuck,333930,Dirty Bomb,1798
76561198047237949,730,Counter-Strike: Global Offensive,3546
K0DI,730,Counter-Strike: Global Offensive,45381
76561198038335264,256290,Child of Light,3194
76561198115280683,8930,Sid Meier's Civilization V,75
76561198072028129,273350,Evolve Stage 2,4705
mikeytyson,260230,Valiant Hearts: The Great War™ / Soldats Inconnus : Mémoires de la Grande Guerre™,426
76561198077530172,230410,Warframe,51636
05041129,730,Counter-Strike: Global Offensive,30297
HOGANKWOK,730,Counter-Strike: Global Offensive,132650
gavvv,730,Counter-Strike: Global Offensive,1073
Failkills007,227480,God Mode,246
76561198049665282,730,Counter-Strike: Global Offensive,12956
SnowDeLaMeme,221380,Age of Empires II: HD Edition,4232
76561198042192960,730,Counter-Strike: Global Offensive,34962
voshi_nova,261030,The Walking Dead: Season Two,453
kk_kyser,230410,Warframe,1148
badassninja69,730,Counter-Strike: Global Offensive,9042
76561197991329759,730,Counter-Strike: Global Offensive,483
MurctehGr8,207610,The Walking Dead,842
76561198045953692,261030,The Walking Dead: Season Two,1491
rgnr81,730,Counter-Strike: Global Offensive,114642
694201337694201337,730,Counter-Strike: Global Offensive,43686
1122305938,8870,BioShock Infinite,1803
76561197980188639,10500,Empire: Total War,6179
kanekicg,207610,The Walking Dead,1105
Hobgoblin101,224760,FEZ,14
Podrigo,208580,STAR WARS™ Knights of the Old Republic™ II: The Sith Lords™,2093
whyareyoubotheringwiththis,550,Left 4 Dead 2,15737
76561198069746097,17480,Command and Conquer: Red Alert 3,1730
youareTERRIBLE,24960,Battlefield: Bad Company 2,587
76561198134680751,730,Counter-Strike: Global Offensive,29125
DontLinkMeUFuck,730,Counter-Strike: Global Offensive,125666
ararememe,12900,Audiosurf,218
76561198102220716,4580,"Warhammer 40,000: Dawn of War – Dark Crusade",11315
ThereSheBlows,230410,Warframe,747
Chellyyyyyy,22330,The Elder Scrolls IV: Oblivion ,296
76561198071176877,307780,Mortal Kombat X,118
76561198044272190,108800,Crysis 2 Maximum Edition,2764
76561198078844086,730,Counter-Strike: Global Offensive,18044
76561198004203858,230410,Warframe,7122
76561198013259049,10180,Call of Duty: Modern Warfare 2,498
MERQZ,730,Counter-Strike: Global Offensive,61678
Chirox21,240,Counter-Strike: Source,24290
76561198043339975,203140,Hitman: Absolution,498
banksyyo,12140,Max Payne,44
76561198073922626,203140,Hitman: Absolution,990
reddevilsforlife,730,Counter-Strike: Global Offensive,27533
76561198040572871,1250,Killing Floor,263
76561198063159016,730,Counter-Strike: Global Offensive,25346
c3rtaind3ath,8930,Sid Meier's Civilization V,13089
76561198038335264,323470,DRAGON BALL XENOVERSE,4972
76561198081848869,24240,PAYDAY: The Heist,6533
SirHolyCow,730,Counter-Strike: Global Offensive,13207
GamerFag,220,Half-Life 2,4118
76561198059232168,301640,Zombie Army Trilogy,3159
dyslexicdew,330840,Game of Thrones - A Telltale Games Series,683
natedrake4,261030,The Walking Dead: Season Two,900
darvvin,730,Counter-Strike: Global Offensive,95920
XUXU23456789,550,Left 4 Dead 2,9643
lewisbigd,374450,Cheats 4 Hire,33
76561198133041223,201810,Wolfenstein: The New Order,75
TrackFight,22370,Fallout 3 - Game of the Year Edition,1731
76561198103845573,207610,The Walking Dead,1492
mudswipe,34900,Bad Rats,19
Findoogle,240,Counter-Strike: Source,1096
akopinoy,65980,Sid Meier's Civilization: Beyond Earth,316
l0se,730,Counter-Strike: Global Offensive,81866
Unit_011,8930,Sid Meier's Civilization V,5640
76561198021482710,730,Counter-Strike: Global Offensive,20087
xUnkaNinjazZz,730,Counter-Strike: Global Offensive,24007
Nicmyster,377160,Fallout 4,8037
76561198044583838,730,Counter-Strike: Global Offensive,38366
kyle420blazeit,730,Counter-Strike: Global Offensive,47588
76561198072207162,10,Counter-Strike,54
majorduck,301640,Zombie Army Trilogy,863
Donaeman,377160,Fallout 4,2501
caseyshi247,730,Counter-Strike: Global Offensive,41237
bunny123,208580,STAR WARS™ Knights of the Old Republic™ II: The Sith Lords™,10
stirfru,730,Counter-Strike: Global Offensive,10939
76561198059406203,261030,The Walking Dead: Season Two,2087
fluxxenik,310370,The Way of Life Free Edition,14
ThirtySixSermons,22320,The Elder Scrolls III: Morrowind,1560
jakefarnsdirttrack,55140,MX vs. ATV Reflex,106
76561198067439927,204100,Max Payne 3,536
nealsavage,208580,STAR WARS™ Knights of the Old Republic™ II: The Sith Lords™,408
zucchin1,261570,Ori and the Blind Forest,771
spazrael_,1250,Killing Floor,3734
76561198063416582,41500,Torchlight,478
TheSpitfire,255420,Magic 2015,799
76561198042666584,730,Counter-Strike: Global Offensive,15260
Th3C00ki3Monst3r,230410,Warframe,7512
76561198066255046,24740,Burnout Paradise: The Ultimate Box,331
yotuic,730,Counter-Strike: Global Offensive,134064
76561198067799997,207610,The Walking Dead,821
VolatileChaos,730,Counter-Strike: Global Offensive,25427
something_random,11140,Sherlock Holmes: The Awakened - Remastered,745
phantom9120,550,Left 4 Dead 2,1996
76561198068397506,232090,Killing Floor 2,871
Iwannahoneyboobootorapeme,730,Counter-Strike: Global Offensive,60732
76561198058192790,730,Counter-Strike: Global Offensive,16190
therealmorty,351570,Killing Floor: Uncovered,1
Delirious_Panda,230410,Warframe,64446
williamfu,377160,Fallout 4,609
darkn64,200170,Worms Revolution,1947
ConjuredMadness,209160,Call of Duty: Ghosts,611
76561198097177685,209870,Blacklight: Retribution,33910
MrSpeedyPanda,235460,METAL GEAR RISING: REVENGEANCE,654
archangel147,32380,STAR WARS™ Jedi Knight: Dark Forces II,1020
compuguy123,730,Counter-Strike: Global Offensive,70605
76561198043928101,550,Left 4 Dead 2,37894
76561198067664442,1250,Killing Floor,1224
dankafiinet,12110,Grand Theft Auto: Vice City,964
76561198095119764,63380,Sniper Elite V2,481
WishForNight,273350,Evolve Stage 2,851
ACExy,201810,Wolfenstein: The New Order,480
76561198045180163,230410,Warframe,74625
Life-Of-Blu,377160,Fallout 4,4509
Cydran,246580,The Typing of The Dead: Overkill,163
76561198069834813,302830,BLOCKADE 3D,1314
76561198083711394,288470,Fable Anniversary,644
76561198065304760,232090,Killing Floor 2,3180
JimmyCheese,40800,Super Meat Boy,2009
76561198050403073,730,Counter-Strike: Global Offensive,89454
IAMSOVIETRUSSIA,214950,Total War: ROME II - Emperor Edition,3142
kevin_rudd,10180,Call of Duty: Modern Warfare 2,9
hoarfrostkid,230410,Warframe,29507
reallifecheater,730,Counter-Strike: Global Offensive,88824
legohair,207610,The Walking Dead,1474
76561198033457836,730,Counter-Strike: Global Offensive,51945
76561198043892035,550,Left 4 Dead 2,665
roitethere,730,Counter-Strike: Global Offensive,44756
Stormcaller,204450,Call of Juarez Gunslinger,345
DE4DP00L,8870,BioShock Infinite,1204
76561197961464265,261030,The Walking Dead: Season Two,2501
76561198089915927,730,Counter-Strike: Global Offensive,4210
zyr0n1c,17470,Dead Space,67
WWEELVIS,232090,Killing Floor 2,177
Mofflang,8870,BioShock Infinite,582
podeirladenunciar,209160,Call of Duty: Ghosts,368
76561198011139135,323470,DRAGON BALL XENOVERSE,1188
VHC_Forseti,72000,Closure,145
mypetjewjew,730,Counter-Strike: Global Offensive,53244
76561198047232247,8870,BioShock Infinite,1923
5spooky420me,17080,Tribes: Ascend,17144
76561198059406203,10090,Call of Duty: World at War,4982
Jackoo0,207610,The Walking Dead,377
FuckYouEtc,391460,WARMODE,131
76561198098453611,730,Counter-Strike: Global Offensive,1997
Bigojones,730,Counter-Strike: Global Offensive,1751
tamlieu,311730,Dead or Alive 5 Last Round,265
LordfegonIV,4700,Medieval II: Total War,9348
MeckieLAD,730,Counter-Strike: Global Offensive,92205
DrQuaz,202200,Galactic Civilizations II: Ultimate Edition,65
ChronicHazard,314160,Microsoft Flight Simulator X: Steam Edition,2104
DeCaptin,730,Counter-Strike: Global Offensive,38358
bahablue,500,Left 4 Dead,793
Lickidactyl,203650,SONIC THE HEDGEHOG 4 Episode II,669
76561198077027020,730,Counter-Strike: Global Offensive,42196
FlappyPants,730,Counter-Strike: Global Offensive,14080
Awesomised,730,Counter-Strike: Global Offensive,73886
resinlipbongface,203140,Hitman: Absolution,5434
geraldtan35,67370,The Darkness II,393
TheAmazingSpot,232090,Killing Floor 2,2208
76561198097058385,230410,Warframe,47757
76561198089093825,730,Counter-Strike: Global Offensive,10304
76561198073508075,10090,Call of Duty: World at War,9411
henslither608,730,Counter-Strike: Global Offensive,14180
TKDG,302830,BLOCKADE 3D,62
76561198098316646,730,Counter-Strike: Global Offensive,12148
76561198131937518,240,Counter-Strike: Source,113
48226746,730,Counter-Strike: Global Offensive,70308
76561198035538775,209650,Call of Duty: Advanced Warfare,8
76561198070493014,730,Counter-Strike: Global Offensive,23565
ChipBae,227100,Sniper Elite: Nazi Zombie Army,376
76561198060678051,202970,Call of Duty: Black Ops II,774
gamerbegamin,9350,Supreme Commander,1322
00454211432342,730,Counter-Strike: Global Offensive,133397
76561198075491202,550,Left 4 Dead 2,2557
76561198034565104,730,Counter-Strike: Global Offensive,70021
76561198196614946,55230,Saints Row: The Third,3313
gowuigilol1,550,Left 4 Dead 2,2360
76561198079641567,345650,Without Within,50
dontgetmemed,224760,FEZ,143
76561198051028248,22350,BRINK,1308
cunninggorilla,220,Half-Life 2,840
BruteTartarus66,203650,SONIC THE HEDGEHOG 4 Episode II,2721
flamelight,270210,Melody's Escape,1242
Snifflez,34900,Bad Rats,95
76561198048709944,8930,Sid Meier's Civilization V,18673
lolsnipertroll45,730,Counter-Strike: Global Offensive,19830
76561198057947451,220,Half-Life 2,1575
05041129,730,Counter-Strike: Global Offensive,30297
tuthpick,730,Counter-Strike: Global Offensive,92594
M0les,261570,Ori and the Blind Forest,848
76561198071258351,8930,Sid Meier's Civilization V,5616
silverkaros,730,Counter-Strike: Global Offensive,23073
detailmovie,12900,Audiosurf,12074
William321,730,Counter-Strike: Global Offensive,34294
76561198051717662,730,Counter-Strike: Global Offensive,6595
emersyn,730,Counter-Strike: Global Offensive,126106
76561198068952127,209870,Blacklight: Retribution,6454
NoculusRift,240,Counter-Strike: Source,13422
76561198095259560,240,Counter-Strike: Source,29871
76561198091034264,332800,Five Nights at Freddy's 2,48
Liron-S,22370,Fallout 3 - Game of the Year Edition,2111
wealthybigpenis69,20920,The Witcher 2: Assassins of Kings Enhanced Edition,265
76561198034857562,24010,Train Simulator,5512
76561198211545443,55230,Saints Row: The Third,3690
mattswtmn,207610,The Walking Dead,1037
76561198060533519,377160,Fallout 4,6718
76561198076322243,250900,The Binding of Isaac: Rebirth,19000
fuckoffandstopsharingmyprofile,214490,Alien: Isolation,1759
killergamer1232,550,Left 4 Dead 2,4861
76561198071454865,730,Counter-Strike: Global Offensive,31119
jame_like,204100,Max Payne 3,638
76561198103524411,200510,XCOM: Enemy Unknown,8767
cloudribero,200510,XCOM: Enemy Unknown,33
FlakeTrades,550,Left 4 Dead 2,1127
worldtradecentre,51100,Tactical Intervention,245
76561198119779640,207610,The Walking Dead,762
niggerbopadoo,204100,Max Payne 3,3581
fuckingcocksuka,550,Left 4 Dead 2,3026
Glenbluey,230410,Warframe,33189
76561198035474869,730,Counter-Strike: Global Offensive,24356
LiMasala,730,Counter-Strike: Global Offensive,2289
PhlyQ,204450,Call of Juarez Gunslinger,273
SGT_Corrion,60,Ricochet,0
76561198094665607,10090,Call of Duty: World at War,5560
76561198089779183,730,Counter-Strike: Global Offensive,51172
76561198046868249,730,Counter-Strike: Global Offensive,182358
glitchsteal,22330,The Elder Scrolls IV: Oblivion ,6006
76561198065725199,730,Counter-Strike: Global Offensive,51032
digfernandes,38410,Fallout 2,2426
sonyghazi,8600,RACE 07,3797
wolvau,38410,Fallout 2,41
niggadave2,12100,Grand Theft Auto III,1991
fitemeirlfget,60,Ricochet,100
76561198081189872,730,Counter-Strike: Global Offensive,5407
76561198008827809,278080,DYNASTY WARRIORS 8: Xtreme Legends Complete Edition,1702
76561198239215706,730,Counter-Strike: Global Offensive,4659
ohsotechnicolor,204450,Call of Juarez Gunslinger,281
EntryFraggerLmao,730,Counter-Strike: Global Offensive,46869
zenncs,730,Counter-Strike: Global Offensive,190230
MynameisAuz,214490,Alien: Isolation,1172
AeiouLmao,4570,"Warhammer 40,000: Dawn of War - Game of the Year Edition",57
76561198060239835,730,Counter-Strike: Global Offensive,10408
epic_doom,10,Counter-Strike,708
76561198068217106,231430,Company of Heroes 2,27876
monfrizzle,231430,Company of Heroes 2,7986
OscarStone,730,Counter-Strike: Global Offensive,28112
76561198038741062,22320,The Elder Scrolls III: Morrowind,14525
76561198030567998,55230,Saints Row: The Third,12749
Clankrocks,261030,The Walking Dead: Season Two,609
Lambda212793,12220,Grand Theft Auto: Episodes from Liberty City,1795
LBWaffles,550,Left 4 Dead 2,1680
LerKxA,730,Counter-Strike: Global Offensive,40039
tRollioi,240,Counter-Strike: Source,2261
INKSE7EN,377160,Fallout 4,1225
76561198059455136,236450,PAC-MAN Championship Edition DX+,12
76561198044756744,213850,Magic 2014 ,3064
ghostlybug22,55230,Saints Row: The Third,4840
ConjuredMadness,228180,Action! - Gameplay Recording and Streaming,1604
trollunderthebridge,261030,The Walking Dead: Season Two,840
CachinnationCow,730,Counter-Strike: Global Offensive,6254
HailAmeixing,209160,Call of Duty: Ghosts,23
76561198026369655,22320,The Elder Scrolls III: Morrowind,790
76561198058573793,730,Counter-Strike: Global Offensive,33382
TheRealSiman,333930,Dirty Bomb,11
76561198064484479,239350,Spelunky,2488
Johnnyv2016,1250,Killing Floor,612
basten004,730,Counter-Strike: Global Offensive,63434
MrUnknownEMC,24740,Burnout Paradise: The Ultimate Box,84
secretcodrin,730,Counter-Strike: Global Offensive,31500
76561198094032017,730,Counter-Strike: Global Offensive,7893
TheSaltiestFuckInThisEarth,730,Counter-Strike: Global Offensive,4287
76561198067371563,261030,The Walking Dead: Season Two,1342
AESTHETICSVAPORWAVE,730,Counter-Strike: Global Offensive,55414
wagzy,330830,Tales from the Borderlands,636
TalonsGaming,550,Left 4 Dead 2,4116
