release_date,generos,playtime_forever
2012,Action,70807
2012,Action,57582
2012,Action,7893
2012,Action,138774
2012,Action,61376
2012,Action,81424
2012,Action,25346
2012,Action,12277
2012,Action,45802
2012,Action,87477
2012,Action,42974
2012,Action,21232
2012,Action,77647
2012,Action,58997
2012,Action,34742
2012,Action,31978
2012,Action,47720
2012,Action,63636
2012,Action,14390
2012,Action,10114
2012,Action,25240
2012,Action,39181
2012,Action,29655
2012,Action,52466
2012,Action,110019
2012,Action,99349
2012,Action,44191
2012,Action,58916
2012,Action,52836
2012,Action,41553
2012,Action,29314
2012,Action,74545
2012,Action,18448
2012,Action,64754
2012,Action,27571
2012,Action,17367
2012,Action,30647
2012,Action,44271
2012,Action,22595
2012,Action,29220
2012,Action,23228
2012,Action,36038
2012,Action,88214
2012,Action,83511
2012,Action,8900
2012,Action,22587
2012,Action,106216
2012,Action,10760
2012,Action,24837
2012,Action,61831
2012,Action,122503
2012,Action,13911
2012,Action,62712
2012,Action,40604
2012,Action,8482
2012,Action,54829
2012,Action,105623
2012,Action,26314
2012,Action,144858
2012,Action,69853
2012,Action,67823
2012,Action,48910
2012,Action,48910
2012,Action,48910
2012,Action,48910
2012,Action,89835
2012,Action,85994
2012,Action,123872
2012,Action,15731
2012,Action,21406
2012,Action,71815
2012,Action,81008
2012,Action,14304
2012,Action,41115
2012,Action,200385
2012,Action,200385
2012,Action,200385
2012,Action,200385
2012,Action,36080
2012,Action,36080
2012,Action,36080
2012,Action,36080
2012,Action,37245
2012,Action,55280
2012,Action,190230
2012,Action,17563
2012,Action,68043
2012,Action,6872
2012,Action,39674
2012,Action,30771
2012,Action,2107
2012,Action,43678
2012,Action,56463
2012,Action,56463
2012,Action,56463
2012,Action,56463
2012,Action,55126
2012,Action,44847
2012,Action,61070
2012,Action,9631
2012,Action,71375
2012,Action,3244
2012,Action,24249
2012,Action,55414
2012,Action,94960
2012,Action,20087
2012,Action,21240
2012,Action,100370
2012,Action,36938
2012,Action,10820
2012,Action,33173
2012,Action,29157
2012,Action,4939
2012,Action,40029
2012,Action,60440
2012,Action,167420
2012,Action,231839
2012,Action,24941
2012,Action,49116
2012,Action,49883
2012,Action,11983
2012,Action,63279
2012,Action,116432
2012,Action,41326
2012,Action,22875
2012,Action,108652
2012,Action,39622
2012,Action,28463
2012,Action,40583
2012,Action,20444
2012,Action,32900
2012,Action,32900
2012,Action,32900
2012,Action,32900
2012,Action,2179
2012,Action,15310
2012,Action,47264
2012,Action,46876
2012,Action,16639
2012,Action,30930
2012,Action,31875
2012,Action,24619
2012,Action,45031
2012,Action,163798
2012,Action,1280
2012,Action,29222
2012,Action,26216
2012,Action,27141
2012,Action,116931
2012,Action,42254
2012,Action,18263
2012,Action,16475
2012,Action,78423
2012,Action,90558
2012,Action,73927
2012,Action,25554
2012,Action,33372
2012,Action,143001
2012,Action,58041
2012,Action,126873
2012,Action,51305
2012,Action,23494
2012,Action,23494
2012,Action,23494
2012,Action,23494
2012,Action,53932
2012,Action,80273
2012,Action,1173
2012,Action,25427
2012,Action,25427
2012,Action,25427
2012,Action,25427
2012,Action,17392
2012,Action,60243
2012,Action,29666
2012,Action,54313
2012,Action,8853
2012,Action,28112
2012,Action,19046
2012,Action,70021
2012,Action,9864
2012,Action,77410
2012,Action,32521
2012,Action,56887
2012,Action,15164
2012,Action,25135
2012,Action,103010
2012,Action,67157
2012,Action,88186
2012,Action,48227
2012,Action,32458
2012,Action,7088
2012,Action,58363
2012,Action,6736
2012,Action,33096
2012,Action,23355
2012,Action,74493
2012,Action,99226
2012,Action,5135
2012,Action,62060
2012,Action,99858
2012,Action,14722
2012,Action,37565
2012,Action,37565
2012,Action,37565
2012,Action,37565
2012,Action,23930
2012,Action,69916
2012,Action,4603
2012,Action,32905
2012,Action,32905
2012,Action,32905
2012,Action,32905
2012,Action,9198
2012,Action,22230
2012,Action,45277
2012,Action,28219
2012,Action,17827
2012,Action,25106
2012,Action,69203
2012,Action,21434
2012,Action,61390
2012,Action,41675
2012,Action,55051
2012,Action,102652
2012,Action,84380
2012,Action,37730
2012,Action,19515
2012,Action,70763
2012,Action,56842
2012,Action,16190
2012,Action,57148
2012,Action,26754
2012,Action,32561
2012,Action,54602
2012,Action,46696
2012,Action,5121
2012,Action,45793
2012,Action,62072
2012,Action,7899
2012,Action,17594
2012,Action,60298
2012,Action,17558
2012,Action,1828
2012,Action,24615
2012,Action,51789
2012,Action,58371
2012,Action,48053
2012,Action,174561
2012,Action,50559
2012,Action,35519
2012,Action,1115
2012,Action,48693
2012,Action,45614
2012,Action,118606
2012,Action,95920
2012,Action,10148
2012,Action,33045
2012,Action,24568
2012,Action,68632
2012,Action,8543
2012,Action,51754
2012,Action,39031
2012,Action,43486
2012,Action,13920
2012,Action,65827
2012,Action,114642
2012,Action,42890
2012,Action,65555
2012,Action,65555
2012,Action,65555
2012,Action,65555
2012,Action,21358
2012,Action,39094
2012,Action,51945
2012,Action,26252
2012,Action,98101
2012,Action,15037
2012,Action,188
2012,Action,40791
2012,Action,25028
2012,Action,35986
2012,Action,47093
2012,Action,69052
2012,Action,19061
2012,Action,27501
2012,Action,108197
2012,Action,20445
2012,Action,22156
2012,Action,35663
2012,Action,95767
2012,Action,14148
2012,Action,42284
2012,Action,87901
2012,Action,93452
2012,Action,93499
2012,Action,59176
2012,Action,4062
2012,Action,42169
2012,Action,19258
2012,Action,62758
2012,Action,34924
2012,Action,40023
2012,Action,64406
2012,Action,81230
2012,Action,83431
2012,Action,37419
2012,Action,77230
2012,Action,50129
2012,Action,64903
2012,Action,47995
2012,Action,9317
2012,Action,40426
2012,Action,32112
2012,Action,17437
2012,Action,14080
2012,Action,27720
2012,Action,129269
2012,Action,129123
2012,Action,50275
2012,Action,27932
2012,Action,45985
2012,Action,54353
2012,Action,3365
2012,Action,15806
2012,Action,82823
2012,Action,43354
2012,Action,27998
2012,Action,128186
2012,Action,21033
2012,Action,52094
2012,Action,63309
2012,Action,32854
2012,Action,13946
2012,Action,94042
2012,Action,34658
2012,Action,87340
2012,Action,29415
2012,Action,48462
2012,Action,28955
2012,Action,31554
2012,Action,84138
2012,Action,1722
2012,Action,99000
2012,Action,63075
2012,Action,71277
2012,Action,57786
2012,Action,58799
2012,Action,7123
2012,Action,122
2012,Action,24298
2012,Action,19178
2012,Action,44110
2012,Action,68939
2012,Action,170614
2012,Action,56932
2012,Action,20047
2012,Action,20047
2012,Action,20047
2012,Action,20047
2012,Action,23048
2012,Action,56257
2012,Action,39471
2012,Action,23512
2012,Action,26585
2012,Action,62052
2012,Action,22654
2012,Action,830
2012,Action,2799
2012,Action,36472
2012,Action,30297
2012,Action,30297
2012,Action,30297
2012,Action,30297
2012,Action,87942
2012,Action,134850
2012,Action,47287
2012,Action,29235
2012,Action,11846
2012,Action,16264
2012,Action,51253
2012,Action,18649
2012,Action,7697
2012,Action,162566
2012,Action,691
2012,Action,66311
2012,Action,85030
2012,Action,125060
2012,Action,2944
2012,Action,104388
2012,Action,37569
2012,Action,41421
2012,Action,14967
2012,Action,162292
2012,Action,17054
2012,Action,43222
2012,Action,43222
2012,Action,43222
2012,Action,43222
2012,Action,21275
2012,Action,52826
2012,Action,9858
2012,Action,45988
2012,Action,6460
2012,Action,3729
2012,Action,48783
2012,Action,103271
2012,Action,103271
2012,Action,103271
2012,Action,103271
2012,Action,60332
2012,Action,616
2012,Action,51728
2012,Action,39908
2012,Action,51092
2012,Action,32695
2012,Action,29126
2012,Action,29126
2012,Action,29126
2012,Action,29126
2012,Action,78331
2012,Action,78331
2012,Action,78331
2012,Action,78331
2012,Action,60312
2012,Action,7860
2012,Action,25541
2012,Action,5856
2012,Action,22758
2012,Action,110731
2012,Action,516
2012,Action,2289
2012,Action,58171
2012,Action,48719
2012,Action,42036
2012,Action,95916
2012,Action,8636
2012,Action,17084
2012,Action,33932
2012,Action,33932
2012,Action,33932
2012,Action,33932
2012,Action,26780
2012,Action,65569
2012,Action,31867
2012,Action,32584
2012,Action,43048
2012,Action,62725
2012,Action,20700
2012,Action,52450
2012,Action,52323
2012,Action,15661
2012,Action,234
2012,Action,21747
2012,Action,5678
2012,Action,30847
2012,Action,4166
2012,Action,7450
2012,Action,92205
2012,Action,15345
2012,Action,8063
2012,Action,33425
2012,Action,61304
2012,Action,97984
2012,Action,29656
2012,Action,40531
2012,Action,105623
2012,Action,83714
2012,Action,9384
2012,Action,24777
2012,Action,27570
2012,Action,73345
2012,Action,72668
2012,Action,84897
2012,Action,71968
2012,Action,36953
2012,Action,20372
2012,Action,44776
2012,Action,15227
2012,Action,35700
2012,Action,45260
2012,Action,54792
2012,Action,30008
2012,Action,63394
2012,Action,30116
2012,Action,35995
2012,Action,100231
2012,Action,1773
2012,Action,19978
2012,Action,9029
2012,Action,41809
2012,Action,79533
2012,Action,46502
2012,Action,981
2012,Action,39738
2012,Action,13980
2012,Action,35506
2012,Action,35506
2012,Action,35506
2012,Action,35506
2012,Action,63148
2012,Action,129590
2012,Action,75877
2012,Action,53691
2012,Action,48065
2012,Action,1371
2012,Action,22027
2012,Action,130279
2012,Action,56410
2012,Action,77778
2012,Action,46269
2012,Action,17052
2012,Action,57668
2012,Action,32420
2012,Action,66305
2012,Action,28022
2012,Action,12287
2012,Action,36613
2012,Action,51383
2012,Action,46058
2012,Action,36092
2012,Action,93449
2012,Action,60936
2012,Action,54040
2012,Action,76398
2012,Action,42155
2012,Action,91781
2012,Action,33466
2012,Action,35111
2012,Action,45171
2012,Action,32775
2012,Action,37013
2012,Action,26493
2012,Action,48153
2012,Action,135768
2012,Action,33359
2012,Action,9911
2012,Action,9911
2012,Action,9911
2012,Action,9911
2012,Action,14136
2012,Action,38916
2012,Action,28543
2012,Action,93789
2012,Action,134644
2012,Action,92860
2012,Action,96504
2012,Action,83082
2012,Action,131910
2012,Action,15574
2012,Action,19677
2012,Action,88261
2012,Action,22063
2012,Action,49041
2012,Action,19908
2012,Action,40912
2012,Action,56492
2012,Action,30837
2012,Action,30837
2012,Action,30837
2012,Action,30837
2012,Action,72220
2012,Action,110760
2012,Action,67587
2012,Action,2396
2012,Action,32558
2012,Action,81653
2012,Action,77221
2012,Action,82999
2012,Action,33822
2012,Action,35674
2012,Action,35982
2012,Action,88764
2012,Action,156440
2012,Action,12547
2012,Action,163967
2012,Action,10793
2012,Action,40150
2012,Action,43312
2012,Action,43312
2012,Action,43312
2012,Action,43312
2012,Action,20080
2012,Action,132650
2012,Action,54439
2012,Action,2628
2012,Action,39881
2012,Action,33433
2012,Action,161685
2012,Action,1323
2012,Action,87373
2012,Action,29123
2012,Action,47911
2012,Action,211693
2012,Action,21920
2012,Action,36975
2012,Action,150478
2012,Action,21377
2012,Action,70965
2012,Action,29147
2012,Action,35839
2012,Action,45659
2012,Action,27107
2012,Action,37947
2012,Action,47283
2012,Action,260875
2012,Action,21884
2012,Action,22799
2012,Action,75708
2012,Action,46910
2012,Action,39788
2012,Action,6614
2012,Action,48112
2012,Action,15307
2012,Action,56219
2012,Action,52646
2012,Action,18491
2012,Action,24987
2012,Action,1963
2012,Action,58908
2012,Action,7962
2012,Action,7253
2012,Action,33988
2012,Action,2684
2012,Action,709
2012,Action,42848
2012,Action,66085
2012,Action,24241
2012,Action,25599
2012,Action,11920
2012,Action,27010
2012,Action,26038
2012,Action,38162
2012,Action,57880
2012,Action,126363
2012,Action,23755
2012,Action,36511
2012,Action,66569
2012,Action,81950
2012,Action,14444
2012,Action,65624
2012,Action,20864
2012,Action,49335
2012,Action,23543
2012,Action,23543
2012,Action,23543
2012,Action,23543
2012,Action,6804
2012,Action,23047
2012,Action,39444
2012,Action,49919
2012,Action,4368
2012,Action,55857
2012,Action,78171
2012,Action,5685
2012,Action,10551
2012,Action,16723
2012,Action,87336
2012,Action,92752
2012,Action,107190
2012,Action,23467
2012,Action,71535
2012,Action,119596
2012,Action,82227
2012,Action,4058
2012,Action,21091
2012,Action,200880
2012,Action,36805
2012,Action,14654
2012,Action,90240
2012,Action,78635
2012,Action,23529
2012,Action,12256
2012,Action,51160
2012,Action,85988
2012,Action,15260
2012,Action,21854
2012,Action,29173
2012,Action,12213
2012,Action,32961
2012,Action,222269
2012,Action,55191
2012,Action,85837
2012,Action,26112
2012,Action,11037
2012,Action,44189
2012,Action,2545
2012,Action,44115
2012,Action,44115
2012,Action,44115
2012,Action,44115
2012,Action,52494
2012,Action,50226
2012,Action,23793
2012,Action,85252
2012,Action,152340
2012,Action,26214
2012,Action,17988
2012,Action,3727
2012,Action,16860
2012,Action,188529
2012,Action,8684
2012,Action,21878
2012,Action,129730
2012,Action,36281
2012,Action,116985
2012,Action,19565
2012,Action,57914
2012,Action,29847
2012,Action,93368
2012,Action,20993
2012,Action,11124
2012,Action,96511
2012,Action,70341
2012,Action,48506
2012,Action,67886
2012,Action,119419
2012,Action,61367
2012,Action,155997
2012,Action,23824
2012,Action,16170
2012,Action,12421
2012,Action,4375
2012,Action,57896
2012,Action,51974
2012,Action,85738
2012,Action,77062
2012,Action,8493
2012,Action,4994
2012,Action,66140
2012,Action,34340
2012,Action,3557
2012,Action,8545
2012,Action,24060
2012,Action,39375
2012,Action,71806
2012,Action,24359
2012,Action,36634
2012,Action,38484
2012,Action,36597
2012,Action,51172
2012,Action,21914
2012,Action,58402
2012,Action,1743
2012,Action,22723
2012,Action,17500
2012,Action,25218
2012,Action,46095
2012,Action,43933
2012,Action,37263
2012,Action,428
2012,Action,75953
2012,Action,61118
2012,Action,20290
2012,Action,97555
2012,Action,4418
2012,Action,36228
2012,Action,149637
2012,Action,36755
2012,Action,18130
2012,Action,18398
2012,Action,49633
2012,Action,100101
2012,Action,61247
2012,Action,131199
2012,Action,121023
2012,Action,70597
2012,Action,62267
2012,Action,28930
2012,Action,31655
2012,Action,52306
2012,Action,47262
2012,Action,33677
2012,Action,146047
2012,Action,51278
2012,Action,15901
2012,Action,41011
2012,Action,80821
2012,Action,81866
2012,Action,98647
2012,Action,43612
2012,Action,43612
2012,Action,43612
2012,Action,43612
2012,Action,79523
2012,Action,78118
2012,Action,44799
2012,Action,59112
2012,Action,17661
2012,Action,73940
2012,Action,22299
2012,Action,159139
2012,Action,75945
2012,Action,78255
2012,Action,94731
2012,Action,53845
2012,Action,60649
2012,Action,44580
2012,Action,25658
2012,Action,44467
2012,Action,24825
2012,Action,66185
2012,Action,33122
2012,Action,13127
2012,Action,68345
2012,Action,148936
2012,Action,27841
2012,Action,38327
2012,Action,22917
2012,Action,7111
2012,Action,33437
2012,Action,47414
2012,Action,22320
2012,Action,9574
2012,Action,66106
2012,Action,33233
2012,Action,32887
2012,Action,85513
2012,Action,104922
2012,Action,45298
2012,Action,12148
2012,Action,147031
2012,Action,60362
2012,Action,42239
2012,Action,11508
2012,Action,157116
2012,Action,157116
2012,Action,157116
2012,Action,157116
2012,Action,4432
2012,Action,16860
2012,Action,37445
2012,Action,63786
2012,Action,77508
2012,Action,31926
2012,Action,73575
2012,Action,48672
2012,Action,39433
2012,Action,143151
2012,Action,104068
2012,Action,28384
2012,Action,55035
2012,Action,91055
2012,Action,68506
2012,Action,68765
2012,Action,23649
2012,Action,45272
2012,Action,48743
2012,Action,73261
2012,Action,39042
2012,Action,9324
2012,Action,139853
2012,Action,9961
2012,Action,33648
2012,Action,93921
2012,Action,106
2012,Action,106
2012,Action,106
2012,Action,106
2012,Action,133397
2012,Action,45283
2012,Action,37809
2012,Action,51405
2012,Action,37854
2012,Action,7336
2012,Action,10304
2012,Action,74320
2012,Action,25236
2012,Action,70016
2012,Action,26726
2012,Action,35797
2012,Action,2433
2012,Action,2433
2012,Action,2433
2012,Action,2433
2012,Action,4364
2012,Action,113029
2012,Action,14021
2012,Action,2791
2012,Action,49345
2012,Action,13956
2012,Action,64676
2012,Action,62743
2012,Action,2780
2012,Action,46568
2012,Action,37128
2012,Action,7044
2012,Action,25687
2012,Action,24935
2012,Action,63155
2012,Action,13702
2012,Action,65102
2012,Action,58362
2012,Action,28392
2012,Action,31985
2012,Action,42161
2012,Action,19264
2012,Action,73886
2012,Action,13447
2012,Action,2152
2012,Action,958
2012,Action,65667
2012,Action,37504
2012,Action,94006
2012,Action,70310
2012,Action,15547
2012,Action,125622
2012,Action,19640
2012,Action,62088
2012,Action,70653
2012,Action,14529
2012,Action,73837
2012,Action,43476
2012,Action,67136
2012,Action,98896
2012,Action,20996
2012,Action,11489
2012,Action,92211
2012,Action,17130
2012,Action,68960
2012,Action,49374
2012,Action,20814
2012,Action,10419
2012,Action,10419
2012,Action,10419
2012,Action,10419
2012,Action,18190
2012,Action,1085
2012,Action,24153
2012,Action,45299
2012,Action,11879
2012,Action,99517
2012,Action,70159
2012,Action,68161
2012,Action,32343
2012,Action,67286
2012,Action,91598
2012,Action,45011
2012,Action,60312
2012,Action,10327
2012,Action,8567
2012,Action,66755
2012,Action,114646
2012,Action,44660
2012,Action,83603
2012,Action,52352
2012,Action,19821
2012,Action,6481
2012,Action,38178
2012,Action,4763
2012,Action,36624
2012,Action,6084
2012,Action,44388
2012,Action,25867
2012,Action,1107
2012,Action,62876
2012,Action,79858
2012,Action,54812
2012,Action,30781
2012,Action,30781
2012,Action,30781
2012,Action,30781
2012,Action,20499
2012,Action,757
2012,Action,55825
2012,Action,58159
2012,Action,6254
2012,Action,10100
2012,Action,122329
2012,Action,36630
2012,Action,29330
2012,Action,77892
2012,Action,49720
2012,Action,22468
2012,Action,33795
2012,Action,69053
2012,Action,72410
2012,Action,33045
2012,Action,19239
2012,Action,54824
2012,Action,41555
2012,Action,70658
2012,Action,70308
2012,Action,56109
2012,Action,59318
2012,Action,44585
2012,Action,40834
2012,Action,55040
2012,Action,23849
2012,Action,91019
2012,Action,14690
2012,Action,44756
2012,Action,3546
2012,Action,32697
2012,Action,199828
2012,Action,40250
2012,Action,59172
2012,Action,47160
2012,Action,16594
2012,Action,26264
2012,Action,60920
2012,Action,89306
2012,Action,3848
2012,Action,45353
2012,Action,39633
2012,Action,10092
2012,Action,51312
2012,Action,13234
2012,Action,20207
2012,Action,42767
2012,Action,17558
2012,Action,1208
2012,Action,26277
2012,Action,337
2012,Action,77038
2012,Action,64615
2012,Action,10583
2012,Action,12217
2012,Action,38387
2012,Action,39994
2012,Action,8822
2012,Action,9512
2012,Action,26165
2012,Action,43456
2012,Action,11393
2012,Action,34082
2012,Action,33149
2012,Action,867
2012,Action,678
2012,Action,38544
2012,Action,48906
2012,Action,39664
2012,Action,80488
2012,Action,8117
2012,Action,19938
2012,Action,12737
2012,Action,109814
2012,Action,59989
2012,Action,19065
2012,Action,37640
2012,Action,25141
2012,Action,43041
2012,Action,63276
2012,Action,39239
2012,Action,39239
2012,Action,39239
2012,Action,39239
2012,Action,41797
2012,Action,92726
2012,Action,73109
2012,Action,88611
2012,Action,31914
2012,Action,14834
2012,Action,36278
2012,Action,20592
2012,Action,32463
2012,Action,49829
2012,Action,21379
2012,Action,37856
2012,Action,30005
2012,Action,201
2012,Action,28543
2012,Action,29488
2012,Action,27987
2012,Action,5105
2012,Action,21267
2012,Action,58214
2012,Action,32120
2012,Action,28525
2012,Action,31707
2012,Action,87499
2012,Action,82461
2012,Action,70875
2012,Action,3481
2012,Action,40408
2012,Action,42710
